info_set_raw,cards_cluster,betting_stage,actions_history,num_previous_actions,last_action,call_probability,fold_probability,raise_probability
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'raise', 'raise', 'call']}",9,call,0.5,0.5,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",9,call,0.6153846153846153,0.0,0.38461538461538475
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['raise', 'call']}",9,call,0.6496114329721878,0.12903225806451615,0.2213563089632961
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise']}",9,raise,0.036363636363636334,0.0,0.9636363636363637
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['call', 'raise', 'call']}",9,call,0.5,0.0,0.5
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['raise', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",9,call,0.0,1.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['raise', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call']}",9,call,0.10526315789473673,0.0,0.8947368421052634
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['raise', 'raise', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise']}",9,raise,0.7866258234629775,0.21337417653702248,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['call', 'call']}",9,call,0.0,1.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['call', 'call']}",9,call,0.38412698412698426,0.546031746031746,0.06984126984126984
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'raise', 'raise']}",9,raise,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",9,call,0.5,0.5,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",9,call,0.9265605875152999,0.0,0.07343941248470012
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",9,call,0.4642857142857143,0.5357142857142857,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['call', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'raise']}",9,raise,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['call', 'raise', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['call', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",9,call,0.3406593406593408,0.3598901098901098,0.29945054945054944
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['call', 'raise', 'call']}",9,call,0.5909090909090909,0.0,0.4090909090909091
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",9,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['call', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",9,call,0.5144230769230769,0.375,0.11057692307692307
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",9,call,0.07407407407407406,0.12962962962962962,0.7962962962962963
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",9,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise']}",9,raise,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'call']}",10,call,0.5,0.0,0.5
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""raise""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['call', 'raise']}",10,raise,0.21307486070571588,0.0,0.7869251392942841
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",10,call,0.5,0.5,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['call', 'raise', 'raise', 'raise', 'call']}",10,call,0.34310471976401175,0.0,0.6568952802359882
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['call', 'call']}",10,call,0.4605860038200341,0.0,0.5394139961799659
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",10,call,0.8211339424909058,0.0,0.17886605750909418
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['call', 'raise', 'call']}",10,call,0.5341459820012815,0.0,0.46585401799871845
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise']}",10,raise,0.07142857142857097,0.928571428571429,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",10,call,0.7818181818181819,0.0,0.21818181818181828
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""call"",""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['call', 'raise', 'raise']}",10,raise,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",10,call,0.5,0.5,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'call']}",10,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",10,call,0.5,0.0,0.5
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'raise', 'raise', 'call']}",10,call,0.039999999999999994,0.0,0.96
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'call']}",10,call,0.71875,0.0,0.28125
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'raise']}",10,raise,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",10,call,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""raise"",""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['raise', 'raise', 'raise']}",10,raise,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'raise']}",10,raise,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['raise', 'raise', 'call']}",10,call,0.1577790915789468,0.0,0.8422209084210532
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise']}",10,raise,0.0,0.8000000000000002,0.19999999999999984
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['raise', 'raise']}",10,raise,0.0,0.0,1.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""call""]},{""flop"":[""call"",""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'call'], 'flop': ['call', 'raise', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",10,call,0.5,0.5,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",10,call,0.6530612244897962,0.0,0.3469387755102039
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",10,call,1.0,0.0,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'call']}",10,call,0.5060483870967742,0.0,0.4939516129032258
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",10,call,0.5,0.0,0.5
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""call"",""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['call', 'raise', 'raise', 'raise', 'call']}",10,call,0.317241379310345,0.6827586206896549,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""raise"",""raise"",""call""]},{""turn"":[""call"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['raise', 'raise', 'call'], 'turn': ['call', 'raise', 'raise', 'call']}",10,call,0.5999999999999998,0.0,0.40000000000000024
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""call""]},{""flop"":[""call"",""call""]},{""turn"":[""raise"",""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'call'], 'flop': ['call', 'call'], 'turn': ['raise', 'raise', 'raise', 'call']}",10,call,0.31249999999999994,0.0,0.6875
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""flop"":[""raise"",""call""]},{""turn"":[""call"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'raise', 'raise', 'call'], 'flop': ['raise', 'call'], 'turn': ['call', 'raise', 'call']}",10,call,0.5,0.5,0.0
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""call""]},{""turn"":[""raise"",""raise"",""call""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'raise', 'call'], 'flop': ['call', 'raise', 'call'], 'turn': ['raise', 'raise', 'call']}",10,call,0.7161890077318622,0.0,0.28381099226813783
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""raise"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""raise"",""raise""]}]}",5,turn,"{'pre_flop': ['raise', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['raise', 'raise']}",10,raise,0.29896907216494845,0.0,0.7010309278350516
"{""cards_cluster"":5,""history"":[{""pre_flop"":[""call"",""raise"",""call""]},{""flop"":[""call"",""raise"",""raise"",""raise"",""call""]},{""turn"":[""call"",""call""]}]}",5,turn,"{'pre_flop': ['call', 'raise', 'call'], 'flop': ['call', 'raise', 'raise', 'raise', 'call'], 'turn': ['call', 'call']}",10,call,0.5517241379310343,0.0,0.4482758620689657
